original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
11933,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2330,.,sí (.) <qué querías> [?] .%mor: co|sí=yes pro:int|qué=what v|quere-2S&PAS=want .,%mor:
11934,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2332,.,no me contesta nada (.) seguro que está estropeado .%mor: adv|no=no pro:obj|me=me v|contesta-3S&PRES=answer v|nada-3S&PRES=swim co|seguro=sure pro:rel|que=that cop|esta-3S&PRES=be part|estropea-PRPART-m=damage .,%mor:
11935,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2336,!,no sé lo que me dice !%mor: adv|no=no v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that pro:obj|me=me v|deci-3S&PRES=say !,%mor:
11936,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2339,.,pregúntale qué le va a hacer (.) cuando le llevemos .%mor: imp|pregunta-2S&IMP~pro:clit|3S=ask pro:int|qué=what pro:ind|le=him v|i-3S&PRES=go aprep|a=to inf|hace-INF=do conj|cuando=when pro:ind|le=him imp|lleva-1P&IMP=carry .,%mor:
11937,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2343,?,qué le vas a hacer (.) cuando le llevemos ?%mor: pro:int|qué=what pro:ind|le=him v|i-2S&PRES=go aprep|a=to inf|hace-INF=do conj|cuando=when pro:ind|le=him imp|lleva-1P&IMP=carry ?,%mor:
11938,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2347,.,uy (.) le va meter la lengua pa dentro .%mor: co|uy pro:ind|le=him v|i-3S&PRES=go inf|mete-INF=put det:art|el&f&SG=the n|lengua&f=tongue co|pa adv|dentro=inside .,%mor:
11939,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2350,?,ah (.) y qué más ?%mor: co|ah coord|y=and pro:int|qué=what adv|más=more ?,%mor:
11940,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2352,.,le va mirar la [/] (.) la garganta .%mor: pro:ind|le=him v|i-3S&PRES=go inf|mira-INF=look det:art|el&f&SG=the n|garganta&f=throat .,%mor:
11941,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2355,?,también la garganta ?%mor: adv|también=also det:art|el&f&SG=the n|garganta&f=throat ?,%mor:
11942,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2357,.,sí (.) ya vamos (.) vamos (.) ta [*] luego .%mor: co|sí=yes adv|ya=already v|i-1P&PRES=go co|vamos=go co|ta adv|luego=afterwards .,%mor:
11943,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2361,?,y qué más va a hacer que verle la garganta ?%mor: coord|y=and pro:int|qué=what adv|más=more v|i-3S&PRES=go aprep|a=to inf|hace-INF=do prep|que=than inf|ve-INF~pro:clit|3S=see det:art|el&f&SG=the n|garganta&f=throat ?,%mor:
11944,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2365,.,le va poner un [//] una inyección (.) eh (.) aquí .%mor: pro:ind|le=him v|i-3S&PRES=go inf|pone-INF=put det:art|un-f=one n|inyección&f=injection co|eh adv|aquí=here .,%mor:
11945,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2368,?,dónde ?%mor: pro:int|dónde=where ?,%mor:
11946,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2370,.,aquí [= brazo] .%mor: adv|aquí=here .,%mor:
11947,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2372,?,y para qué es ?%mor: coord|y=and prep|para=for pro:int|qué=what cop|se-3S&PRES=be ?,%mor:
11948,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2374,.,para (.) que esté curado todo .%mor: prep|para=for pro:rel|que=that cop|esta-13S&SUB&PRES=be part|cura-PPART-m=cure pro:indef|todo-m=all .,%mor:
11949,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2377,.,ah (.) para que se cure pronto .%mor: co|ah prep|para=for pro:rel|que=that pro:refl|se=itself v|cura-13S&SUB&PRES=cure adv|pronto=soon .,%mor:
11950,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2380,?,sí (.) y éstos nos los llevamos o qué ?%mor: co|sí=yes coord|y=and pro:dem|éste-m-PL=this_one pro:obj|nos=us pro:obj|él&m-PL=he v|lleva-1P&PRES&PRET=carry coord|o=or pro:int|qué=what ?,%mor:
11951,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2384,?,nos los llevamos o los quedamos [?] ?%mor: pro:obj|nos=us pro:obj|él&m-PL=he v|lleva-1P&PRES&PRET=carry coord|o=or pro:obj|él&m-PL=he v|queda-1P&PRES&PRET=stay ?,%mor:
11952,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2387,!,como quieras (.) pero como están buenitos !%mor: adv|como=like v|quere-2S&SUB&PRES=want n|pero&m=excuse adv|como=like cop|esta-3P&PRES=be adj|buen-DIM-PL=good !,%mor:
11953,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2390,?,nos los llevamos o no ?%mor: pro:obj|nos=us pro:obj|él&m-PL=he v|lleva-1P&PRES&PRET=carry coord|o=or adv|no=no ?,%mor:
11954,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2393,.,no (.) los dejamos en casa .%mor: adv|no=no pro:obj|él&m-PL=he v|deja-1P&PRES&PRET=leave prep|en=in n|casa&f=house .,%mor:
11955,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2396,.,claro .%mor: co|claro=obvious .,%mor:
11956,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2398,.,claro .%mor: co|claro=obvious .,%mor:
11957,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2400,.,porque sino se pongan más malitos también .%mor: conj|porque=because conj|sino=except pro:refl|se=itself v|pone-3P&SUB&PRES=put adv|más=more n|mal&m-DIM-PL=harm adv|también=also .,%mor:
11958,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2404,.,claro (.) y luego le da Espabilete (.) éste (.) que es Espabilete .%mor: co|claro=obvious coord|y=and adv|luego=afterwards pro:ind|le=him v|da-3S&PRES=give n:prop|Espabilete pro:dem|éste=this_one pro:rel|que=that cop|se-3S&PRES=be n:prop|Espabilete .,%mor:
11959,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2408,?,Espacilete ?%mor: n:prop|Espacilete ?,%mor:
11960,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2410,.,que saca la lengua .%mor: pro:rel|que=that v|saca-3S&PRES=bring_out det:art|el&f&SG=the n|lengua&f=tongue .,%mor:
11961,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2413,.,saca la lengua (.) porque esta malito .%mor: v|saca-3S&PRES=bring_out det:art|el&f&SG=the n|lengua&f=tongue conj|porque=because det:dem|este-f=this n|mal&m-DIM=harm .,%mor:
11962,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2416,.,claro .%mor: co|claro=obvious .,%mor:
11963,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2418,?,hay que llevarle (.) no ?%mor: v|habe-3S&PRES&SPEC=have prep|que=than inf|lleva-INF~pro:clit|3S=carry adv|no=no ?,%mor:
11964,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2421,.,a_ver que dice la pediatra .%mor: co|a_ver=lets_see pro:rel|que=that v|deci-3S&PRES=say det:art|el&f&SG=the n|pediatra&f=pediatrician .,%mor:
11965,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2424,.,claro (.) <si no> [//] si tiene mocos <lo tengo yo pañuelo aquí> [*] .%mor: co|claro=obvious conj|si=if v|tene-3S&PRES=have n|moco&m-PL=mucus pro:obj|lo&m=him v|tene-1S&PRES=have pro:sub|yo=I n|pañuelo&m=handkerchief adv|aquí=here .,%mor:
11966,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2430,?,sí (.) tienes el pañuelo ?%mor: co|sí=yes v|tene-2S&PRES=have det:art|el&m&SG=the n|pañuelo&m=handkerchief ?,%mor:
11967,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2433,.,mira (.) míiralo .%mor: co|mira=look ?|míiralo .,%mor:
11968,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2435,.,los pañuelos .%mor: det:art|el&m-PL=the n|pañuelo&m-PL=handkerchief .,%mor:
11969,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2437,.,pañuelos <de moquitos> [?] .%mor: n|pañuelo&m-PL=handkerchief prep|de=of n|moco&m-DIM-PL=mucus .,%mor:
11970,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2441,.,aquí están .%mor: adv|aquí=here cop|esta-3P&PRES=be .,%mor:
11971,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2443,.,guardámelos en el bolso .%mor: imp|guarda-2S&IMP~pro:clit|1S~pro:clit|OBJ&m&PL=guard prep|en=in det:art|el&m&SG=the n|bolso&m=money_bag .,%mor:
11972,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2446,.,guardámelos en el bolso .%mor: imp|guarda-2S&IMP~pro:clit|1S~pro:clit|OBJ&m&PL=guard prep|en=in det:art|el&m&SG=the n|bolso&m=money_bag .,%mor:
11973,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2449,.,porque si no (.) no [/] (.) no los pierdo .%mor: conj|porque=because conj|si=if adv|no=no adv|no=no pro:obj|él&m-PL=he v|perde-1S&PRES=lose .,%mor:
11974,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2452,.,claro (.) es igual .%mor: co|claro=obvious cop|se-3S&PRES=be co|igual=equal .,%mor:
11975,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2454,.,es igual .%mor: cop|se-3S&PRES=be co|igual=equal .,%mor:
11976,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2456,.,es igual .%mor: cop|se-3S&PRES=be co|igual=equal .,%mor:
11977,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2458,?,vamos ahora ?%mor: v|i-1P&PRES=go adv|ahora=now ?,%mor:
11978,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2460,.,vamos ahora .%mor: v|i-1P&PRES=go adv|ahora=now .,%mor:
11979,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2462,?,claro y éstos ?%mor: co|claro=obvious coord|y=and pro:dem|éste-m-PL=this_one ?,%mor:
11980,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2464,.,éstos se quedan ahí (.) durmiendo .%mor: pro:dem|éste-m-PL=this_one pro:refl|se=itself v|queda-3P&PRES=stay adv|ahí=there part|dormi-PROG=sleep .,%mor:
11981,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2469,.,éste quiere venir con nosotras .%mor: pro:dem|éste=this_one v|quere-3S&PRES=want inf|veni-INF=come prep|con=with pro:sub|nosotro-f-PL=we .,%mor:
11982,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2472,.,pues le llevamos .%mor: co|pues=well pro:ind|le=him v|lleva-1P&PRES&PRET=carry .,%mor:
11983,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2474,.,claro (.) porque son hermanitos .%mor: co|claro=obvious conj|porque=because cop|se-3P&PRES=be n|hermano&m-DIM-PL=sibling .,%mor:
11984,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2477,.,claro son hermanitos .%mor: co|claro=obvious cop|se-3P&PRES=be n|hermano&m-DIM-PL=sibling .,%mor:
11985,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2479,!,<es por> [/] (.) es por aquí !%mor: cop|se-3S&PRES=be prep|por=for adv|aquí=here !,%mor:
11986,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2481,.,es que me había confundido .%mor: cop|se-3S&PRES=be pro:rel|que=that pro:obj|me=me aux|habe-13S&PAS=have part|confundi-PPART-m=confound .,%mor:
11987,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2484,?,es aquí el médico (.) vamos a esperar un momento (.) eh ?%mor: cop|se-3S&PRES=be adv|aquí=here det:art|el&m&SG=the n|médico-m=physician v|i-1P&PRES=go aprep|a=to inf|espera-INF=wait det:art|un&m=one n|momento&m=moment co|eh ?,%mor:
11988,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2488,.,vamos a esperar .%mor: v|i-1P&PRES=go aprep|a=to inf|espera-INF=wait .,%mor:
11989,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2490,?,y cuanto tenemos que esperar ?%mor: coord|y=and pro:indef|cuanto-m=how_much v|tene-1P&PRES=have prep|que=than inf|espera-INF=wait ?,%mor:
11990,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2493,!,ahí es la puerta de (.) ahí es la puerta !%mor: adv|ahí=there cop|se-3S&PRES=be det:art|el&f&SG=the n|puerta&f=door prep|de=of adv|ahí=there cop|se-3S&PRES=be det:art|el&f&SG=the n|puerta&f=door !,%mor:
11991,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2497,?,ah (.) pues donde me siento (.) a esperar ?%mor: co|ah co|pues=well pro:rel|donde=where pro:obj|me=me v|senti-1S&PRES=feel aprep|a=to inf|espera-INF=wait ?,%mor:
11992,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2500,.,aquí .%mor: adv|aquí=here .,%mor:
11993,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2502,.,aquí .%mor: adv|aquí=here .,%mor:
11994,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2504,?,y tendremos que esperar mucho rato ?%mor: coord|y=and v|tene-1P&FUT=have prep|que=than inf|espera-INF=wait adv|mucho=much n|rato-m=rat ?,%mor:
11995,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2507,.,sí (.) mucho rato .%mor: co|sí=yes adv|mucho=much n|rato-m=rat .,%mor:
11996,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2509,?,tú cuando vas tienes que esperar mucho rato ?%mor: pro:sub|tú=you conj|cuando=when v|i-2S&PRES=go v|tene-2S&PRES=have pro:rel|que=that inf|espera-INF=wait adv|mucho=much n|rato-m=rat ?,%mor:
11997,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2512,?,sí (.) entro yo (.) eh ?%mor: co|sí=yes v|entra-1S&PRES=come_in pro:sub|yo=I co|eh ?,%mor:
11998,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2514,?,entras tú ?%mor: v|entra-2S&PRES=come_in pro:sub|tú=you ?,%mor:
11999,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2516,.,sí .%mor: co|sí=yes .,%mor:
12000,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2518,!,pero luego me cuentas lo que hace (.) eh !%mor: conj|pero=but adv|luego=afterwards pro:obj|me=me v|conta-2S&PRES=count_tell pro:obj|lo&m=him pro:rel|que=that v|hace-3S&PRES=do co|eh !,%mor:
12001,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2522,.,pa saberlo (.) lo que le hace al niño .%mor: co|pa inf|sabe-INF~pro:clit|OBJ&m=know pro:obj|lo&m=him pro:rel|que=that pro:ind|le=him v|hace-3S&PRES=do aprep|a~det:art|el&m=to n|niño-m=child .,%mor:
12002,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2526,.,pero (.) <cuando le piques a él> [//] (.) <cuando te> [//] (.) cuando le piques (.) ya (.) ya te lo digo yo (.) lo que hace (.) xxx .%mor: conj|pero=but conj|cuando=when pro:ind|le=him v|pica-2S&SUB&PRES=prick/dive adv|ya=already adv|ya=already pro:obj|te=you pro:obj|lo&m=him v|deci-1S&PRES=say pro:sub|yo=I pro:obj|lo&m=him pro:rel|que=that v|hace-3S&PRES=do .,%mor:
12003,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2533,.,vale [/] vale .%mor: co|vale=okay .,%mor:
12004,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2535,.,<tú le cuidas a éste> [*] (.) que no está malito .%mor: pro:sub|tú=you pro:ind|le=him v|cuida-2S&PRES=take_care aprep|a=to pro:dem|éste=this_one prep|que=than adv|no=no imp|esta-2S&IMP=be n|mal&m-DIM=harm .,%mor:
12005,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2540,.,vale (.) y tú entras con el que está malito .%mor: co|vale=okay coord|y=and pro:sub|tú=you v|entra-2S&PRES=come_in prep|con=with det:art|el&m&SG=the pro:rel|que=that cop|esta-3S&PRES=be n|mal&m-DIM=harm .,%mor:
12006,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2544,.,claro .%mor: co|claro=obvious .,%mor:
12007,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2546,.,y hablas con la pediatra (.) a_ver que le hace .%mor: coord|y=and v|habla-2S&PRES=speak prep|con=with det:art|el&f&SG=the n|pediatra&f=pediatrician co|a_ver=lets_see pro:rel|que=that pro:ind|le=him v|hace-3S&PRES=do .,%mor:
12008,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2550,.,claro .%mor: co|claro=obvious .,%mor:
12009,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2552,.,cuánto tarda (.) la pediatra (.) vamos pa casa (.) anda .%mor: pro:int|cuánto-m=how_much v|tarda-3S&PRES=delay det:art|el&f&SG=the n|pediatra&f=pediatrician co|vamos=go co|pa n|casa&f=house co|anda=come_on .,%mor:
12010,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2556,.,no (.) tenemos que entrar a verla que está malito .%mor: adv|no=no v|tene-1P&PRES=have prep|que=than inf|entra-INF=come_in aprep|a=to inf|ve-INF~pro:clit|OBJ&f=see pro:rel|que=that cop|esta-3S&PRES=be n|mal&m-DIM=harm .,%mor:
12011,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2560,.,no nos podemos marchar .%mor: adv|no=no pro:obj|nos=us v|pode-1P&PRES=can inf|marcha-INF=leave .,%mor:
12012,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2566,!,mira (.) si ya está !%mor: co|mira=look conj|si=if adv|ya=already cop|esta-3S&PRES=be !,%mor:
12013,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2568,.,mira (.) ya puedes entrar .%mor: co|mira=look adv|ya=already v|pode-2S&PRES=can inf|entra-INF=come_in .,%mor:
12014,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2571,.,<no es verdad> [?] &=grita .%mor: adv|no=no cop|se-3S&PRES=be co|verdad=right .,%mor:
12015,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2573,.,que ya puedes entrar .%mor: pro:rel|que=that adv|ya=already v|pode-2S&PRES=can inf|entra-INF=come_in .,%mor:
12016,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2576,.,<que no> [/] que no &=grita .%mor: pro:rel|que=that adv|no=no .,%mor:
12017,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2578,.,que [/] (.) que no abre (.) tonta .%mor: pro:rel|que=that adv|no=no v|abri-3S&PRES=open n|tonto-f=dummy .,%mor:
12018,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2580,?,cómo que no abre ?%mor: pro:int|cómo=how pro:rel|que=that adv|no=no v|abri-3S&PRES=open ?,%mor:
12019,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2582,.,si me dijiste que abría .%mor: conj|si=if pro:obj|me=me v|deci-2S&PRET=say conj|que=that v|abri-13S&PAS=open .,%mor:
12020,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2585,.,pues a las nueve y media me llamo (.) y &ha (.) y hay que esperar mucho rato .%mor: co|pues=well aprep|a=to det:art|el&f-PL=the det:num|nueve=nine coord|y=and n|media&f=stocking pro:obj|me=me v|llama-1S&PRES=call coord|y=and coord|y=and v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|espera-INF=wait adv|mucho=much n|rato-m=rat .,%mor:
12021,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2591,?,mucho rato ?%mor: adv|mucho=much n|rato-m=rat ?,%mor:
12022,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2593,.,sí .%mor: co|sí=yes .,%mor:
12023,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2595,?,y qué tenemos que venir más tarde ?%mor: coord|y=and pro:int|qué=what v|tene-1P&PRES=have prep|que=than inf|veni-INF=come adv|más=more adv|tarde=late ?,%mor:
12024,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2598,.,claro que sí (.) vamos pa casa .%mor: co|claro=obvious conj|que=that co|sí=yes v|i-1P&PRES=go co|pa n|casa&f=house .,%mor:
12025,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2601,!,pues vamos pa casa (.) pero luego hay que volver (.) eh !%mor: co|pues=well co|vamos=go co|pa n|casa&f=house n|pero&m=excuse adv|luego=afterwards v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|volve-INF=turn co|eh !,%mor:
12026,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2605,.,luego hay que volver (.) cuando abra el médico (.) porque sino [/] (.) sino vaya [/] vaya .%mor: adv|luego=afterwards v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|volve-INF=turn pro:rel|cuando=when imp|abri-3S&IMP=open det:art|el&m&SG=the n|médico-m=physician conj|porque=because conj|sino=except co|vaya=come_on .,%mor:
12027,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2615,.,le da el catarro a éste .%mor: pro:ind|le=him v|da-3S&PRES=give det:art|el&m&SG=the n|catarro&m=catarrh aprep|a=to pro:dem|éste=this_one .,%mor:
12028,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2618,.,claro .%mor: co|claro=obvious .,%mor:
12029,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2620,!,y no abre !%mor: coord|y=and adv|no=no v|abri-3S&PRES=open !,%mor:
12030,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2622,?,y tú que crees qué más va a hacer (.) que mirarle la garganta ?%mor: coord|y=and pro:sub|tú=you pro:rel|que=that v|cree-2S&PRES=believe pro:int|qué=what adv|más=more v|i-3S&PRES=go aprep|a=to inf|hace-INF=do prep|que=than inf|mira-INF~pro:clit|3S=look det:art|el&f&SG=the n|garganta&f=throat ?,%mor:
12031,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2627,.,pues no sé .%mor: co|pues=well adv|no=no v|sabe-1S&PRES=know .,%mor:
12032,17dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,2629,?,tú cuando vas (.) qué te hace ?%mor: pro:sub|tú=you conj|cuando=when v|i-2S&PRES=go pro:int|qué=what pro:obj|te=you v|hace-3S&PRES=do ?,%mor:
12033,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2632,.,me (.) <me mira la> [/] me mira la garganta [//] y (.) me mira la garganta .%mor: pro:obj|me=me pro:obj|me=me v|mira-3S&PRES=look det:art|el&f&SG=the coord|y=and pro:obj|me=me v|mira-3S&PRES=look det:art|el&f&SG=the n|garganta&f=throat .,%mor:
12034,17dtz36f.cha,spa,DiezItza,CHI,3;09.20,.,.,.,Target_Child,.,.,2637,.,<voy a_ver ahí (.) la ventana xxx> [?] .%mor: v|i-1S&PRES=go co|a_ver=lets_see adv|ahí=there det:art|el&f&SG=the n|ventana&f=window .,%mor:
12035,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,12,?,a_ver (.) vas a hablar conmigo ?%mor: co|a_ver=lets_see v|i-2S&PRES=go aprep|a=to inf|habla-INF=speak adv|conmigo=with_me ?,%mor:
12036,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,15,.,es que Koki ha ido a buscal [*] a Boby .%mor: cop|se-3S&PRES=be prep|que=than n:prop|Koki aux|habe-3S&PRES=have part|i-PPART-m=go aprep|a=to ?|buscal aprep|a=to n:prop|Boby .,%mor:
12037,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,19,.,sí .%mor: co|sí=yes .,%mor:
12038,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,21,?,vas a hablar conmigo Patri ?%mor: v|i-2S&PRES=go aprep|a=to inf|habla-INF=speak adv|conmigo=with_me n:prop|Patri ?,%mor:
12039,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,24,?,eh ?%mor: co|eh ?,%mor:
12040,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,26,?,vas a hablar conmigo ?%mor: v|i-2S&PRES=go aprep|a=to inf|habla-INF=speak adv|conmigo=with_me ?,%mor:
12041,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,28,.,no .%mor: adv|no=no .,%mor:
12042,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,30,.,sí (.) cuéntala cositas a Ana .%mor: co|sí=yes imp|conta-2S&IMP~pro:clit|OBJ&f=count_tell n|cosa&f-DIM-PL=thing aprep|a=to n:prop|Ana .,%mor:
