original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
9244,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,120,.,eso no ve sapo .%mor: pro:dem|eso=that_one adv|no=no v|ve-3S&PRES=see n|sapo&m=toad .,%mor:,0,,,0,0,0,,,,,
9245,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,120,.,eso no ve sapo .%com: Sabrina le vuelve a susurrar .,%com:,0,,,0,0,0,,,,,
9246,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,120,v|ve-3s&pres=see,eso no ve sapo .%mor: pro:dem|eso=that_one adv|no=no v|ve-3S&PRES=see n|sapo&m=toad .,%svd:,ver,DP-dem,1,3,s,pres,,,,morphological error,
9247,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,123,.,una rana .%mor: det:art|un-f=one n|rana&f=frog .,%mor:,0,,,0,0,0,,,,,
9248,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,125,?,&eh ?,%mor:,0,,,0,0,0,,,,,
9249,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,126,?,una rana ?%mor: det:art|un-f=one n|rana&f=frog ?,%mor:,0,,,0,0,0,,,,,
9250,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,128,!,"no, e(s)te e(s) sapo !%mor: co|no=no cm|cm det:dem|este=this cop|se-3S&PRES=be n|sapo&m=toad !",%mor:,0,,,0,0,0,,,,,
9251,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,128,cop|se-3s&pres=be,"no, e(s)te e(s) sapo !%mor: co|no=no cm|cm det:dem|este=this cop|se-3S&PRES=be n|sapo&m=toad !",%svd:,ser,DP-dem,1,3,s,pres,,,,,
9252,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,130,!,"ese es el sapo, muy bien !%mor: det:dem|ese=that cop|se-3S&PRES=be det:art|el&m&SG=the n|sapo&m=toad cm|cm adv|muy=very adv|bien=well !",%mor:,0,,,0,0,0,,,,,
9253,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,130,cop|se-3s&pres=be,"ese es el sapo, muy bien !%mor: det:dem|ese=that cop|se-3S&PRES=be det:art|el&m&SG=the n|sapo&m=toad cm|cm adv|muy=very adv|bien=well !",%svd:,ser,DP-dem,1,3,s,pres,,,,,
9254,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,133,?,y qué le pasaba al sapo ?%mor: coord|y=and pro:int|qué=what pro:ind|le=him v|pasa-13S&PAS=pass aprep|a~det:art|el&m=to n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,,
9255,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,133,v|pasa-13s&pas=pass,y qué le pasaba al sapo ?%mor: coord|y=and pro:int|qué=what pro:ind|le=him v|pasa-13S&PAS=pass aprep|a~det:art|el&m=to n|sapo&m=toad ?,%svd:,pasar,na,na,na,na,na,na,na,na,gustar-type verb,
9256,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,136,.,"e(s)te e(s) susapi@wp, su [: se], su [: se], (es)tá peinando así .%mor: det:dem|este=this cop|se-3S&PRES=be wplay|susapi cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm aux|esta-3S&PRES=be part|peina-PROG=comb adv|así=thus .",%mor:,0,,,0,0,0,,,,,
9257,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,136,cop|se-3s&pres=be,"e(s)te e(s) susapi@wp, su [: se], su [: se], (es)tá peinando así .%mor: det:dem|este=this cop|se-3S&PRES=be wplay|susapi cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm aux|esta-3S&PRES=be part|peina-PROG=comb adv|así=thus .",%svd:,ser,DP-dem,1,3,s,pres,,,,,
9258,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,136,aux|esta-3s&pres=be,"e(s)te e(s) susapi@wp, su [: se], su [: se], (es)tá peinando así .%mor: det:dem|este=this cop|se-3S&PRES=be wplay|susapi cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm aux|esta-3S&PRES=be part|peina-PROG=comb adv|así=thus .",%svd:,estar,DP-dem,1,3,s,pres,switch,switch,,,
9259,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,140,!,"muy bien, como vos !%mor: adv|muy=very adv|bien=well cm|cm adv|como=like pro:obj|vos=you !",%mor:,0,,,0,0,0,,,,,
9260,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,142,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
9261,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,144,?,"o no, el nene ?%mor: coord|o=or adv|no=no cm|cm det:art|el&m&SG=the co:voc|nene=baby ?",%mor:,0,,,0,0,0,,,,,
9262,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,146,?,y el sapo qué está haciendo ?%mor: coord|y=and det:art|el&m&SG=the n|sapo&m=toad pro:int|qué=what cop|esta-3S&PRES=be part|hace-PROG=do ?,%mor:,0,,,0,0,0,,,,,
9263,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,146,cop|esta-3s&pres=be,y el sapo qué está haciendo ?%mor: coord|y=and det:art|el&m&SG=the n|sapo&m=toad pro:int|qué=what cop|esta-3S&PRES=be part|hace-PROG=do ?,%svd:,estar,DP-def,1,3,s,pres,,,,,
9264,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,149,.,(es)tá mirando .%mor: aux|esta-3S&PRES=be part|mira-PROG=look .,%mor:,0,,,0,0,0,,,,,
9265,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,149,aux|esta-3s&pres=be,(es)tá mirando .%mor: aux|esta-3S&PRES=be part|mira-PROG=look .,%svd:,estar,0,1,3,s,pres,,,,,
9266,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,154,.,chin@wp .%mor: wplay|chin .,%mor:,0,,,0,0,0,,,,,
9267,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,?,"damos, damos vuelta a la hoja ?%mor: v|da-1P&PRES&PRET=give cm|cm v|da-1P&PRES&PRET=give n|vuelta&f=turn aprep|a=to det:art|el&f&SG=the n|hoja&f=leaf ?",%mor:,0,,,0,0,0,,,,,
9268,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,v|da-1p&pres&pret=give,"damos, damos vuelta a la hoja ?%mor: v|da-1P&PRES&PRET=give cm|cm v|da-1P&PRES&PRET=give n|vuelta&f=turn aprep|a=to det:art|el&f&SG=the n|hoja&f=leaf ?",%svd:,dar,na,na,na,na,na,na,na,na,false start,
9269,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,v|da-1p&pres&pret=give,"damos, damos vuelta a la hoja ?%mor: v|da-1P&PRES&PRET=give cm|cm v|da-1P&PRES&PRET=give n|vuelta&f=turn aprep|a=to det:art|el&f&SG=the n|hoja&f=leaf ?",%svd:,dar,0,1,1,p,pres,,,,,
9270,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,159,!,sí !%mor: co|sí=yes !,%mor:,0,,,0,0,0,,,,,
9271,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,163,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,,
9272,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,163,v|pasa-3s&pret=pass,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,0,0,3,s,pret,,,,,
9273,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,165,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,,
9274,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,165,v|pasa-3s&pret=pass,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,0,0,3,s,pret,,,,,
9275,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,167,?,qué pasó ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,,
9276,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,167,v|pasa-3s&pret=pass,qué pasó ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,0,0,3,s,pret,,,,,
9277,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,169,?,qué hizo el sapo ?%mor: pro:int|qué=what v|hace-3S&PRET=do det:art|el&m&SG=the n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,,
9278,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,169,v|hace-3s&pret=do,qué hizo el sapo ?%mor: pro:int|qué=what v|hace-3S&PRET=do det:art|el&m&SG=the n|sapo&m=toad ?,%svd:,hacer,DP-def,1,3,s,pret,,,,,
9279,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,172,.,está (ha)ciendo +...%com: Sabrina le susurra .,%com:,0,,,0,0,0,,,,,
9280,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,172,aux|esta-3s&pres=be,está (ha)ciendo +...%mor: aux|esta-3S&PRES=be part|hace-PROG=do +...,%svd:,estar,0,1,3,s,pres,,,,,
9281,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,175,.,beso .%mor: n|beso&m=kiss .,%mor:,0,,,0,0,0,,,,,
9282,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,177,.,beso .%mor: n|beso&m=kiss .,%mor:,0,,,0,0,0,,,,,
9283,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,179,?,a dónde se metió el sapo ?%mor: aprep|a=to pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put det:art|el&m&SG=the n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,,
9284,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,179,v|mete-3s&pret=put,a dónde se metió el sapo ?%mor: aprep|a=to pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put det:art|el&m&SG=the n|sapo&m=toad ?,%svd:,meter,DP-def,1,3,s,pret,,,,,
9285,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,182,!,ahí !%mor: adv|ahí=there !,%mor:,0,,,0,0,0,,,,,
9286,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,184,?,y qué es eso ?%mor: coord|y=and pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one ?,%mor:,0,,,0,0,0,,,,,
9287,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,184,cop|se-3s&pres=be,y qué es eso ?%mor: coord|y=and pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one ?,%svd:,ser,DP-dem,0,3,s,pres,,,,,
9288,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,187,?,dónde se metió ?%mor: pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put ?,%mor:,0,,,0,0,0,,,,,
9289,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,187,v|mete-3s&pret=put,dónde se metió ?%mor: pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put ?,%svd:,meter,0,1,3,s,pret,,switch,,,
9290,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,189,.,"en, en la, en el bo(l)sillo .%mor: prep|en=in cm|cm prep|en=in det:art|el&f&SG=the cm|cm prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag .",%mor:,0,,,0,0,0,,,,,
9291,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,192,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,,
9292,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,194,?,"en el bolsillo de &qui, de dónde ?%mor: prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de=of cm|cm prep|de=of pro:int|dónde=where ?",%mor:,0,,,0,0,0,,,,,
9293,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,197,.,en el nene .%mor: prep|en=in det:art|el&m&SG=the co:voc|nene=baby .,%mor:,0,,,0,0,0,,,,,
9294,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,199,?,"del saco del nene, no ?%mor: prep|de~det:art|el&m=of n|saco&m=coat prep|de~det:art|el&m=of co:voc|nene=baby cm|cm co|no=no ?",%mor:,0,,,0,0,0,,,,,
9295,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,202,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
9296,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,204,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,,
9297,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,206,?,"y el nene, entonces, qué hizo ?%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby cm|cm co|entonces cm|cm pro:int|qué=what v|hace-3S&PRET=do ?",%mor:,0,,,0,0,0,,,,,
9298,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,206,v|hace-3s&pret=do,"y el nene, entonces, qué hizo ?%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby cm|cm co|entonces cm|cm pro:int|qué=what v|hace-3S&PRET=do ?",%svd:,hacer,DP-def,1,3,s,pret,,,,,
9299,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,209,.,el nene (es)tá hacieno [: haciendo] así (.) beso .%mor: det:art|el&m&SG=the n|nene&m=child imp|esta-2S&IMP=be part|hace-PROG=do adv|así=thus n|beso&m=kiss .,%mor:,0,,,0,0,0,,,,,
9300,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,212,?,a quién ?%mor: aprep|a=to pro:int|quién=who ?,%mor:,0,,,0,0,0,,,,,
9301,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,214,.,a la per(r)ito .%mor: aprep|a=to det:art|el&f&SG=the n|perro&m-DIM=dog .,%mor:,0,,,0,0,0,,,,,
9302,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,218,?,"se quedó, se e(s)cribe acá ?%mor: pro:refl|se=itself v|queda-3S&PRET=stay cm|cm pro:refl|se=itself v|escribi-3S&PRES=write adv|acá=there ?",%mor:,0,,,0,0,0,,,,,
9303,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,218,v|queda-3s&pret=stay,"se quedó, se e(s)cribe acá ?%mor: pro:refl|se=itself v|queda-3S&PRET=stay cm|cm pro:refl|se=itself v|escribi-3S&PRES=write adv|acá=there ?",%svd:,quedar,0,1,3,s,pret,,,,,
9304,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,218,v|escribi-3s&pres=write,"se quedó, se e(s)cribe acá ?%mor: pro:refl|se=itself v|queda-3S&PRET=stay cm|cm pro:refl|se=itself v|escribi-3S&PRES=write adv|acá=there ?",%svd:,escribir,na,na,na,na,na,na,na,na,impersonal,
9305,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,221,v|termina-13s&sub&pres=end,ahora cuando se termine +...%mor: adv|ahora=now conj|cuando=when pro:refl|se=itself v|termina-13S&SUB&PRES=end +...,%mor:,0,,,0,0,0,,,,,
9306,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,221,v|termina-13s&sub&pres=end,ahora cuando se termine +...%mor: adv|ahora=now conj|cuando=when pro:refl|se=itself v|termina-13S&SUB&PRES=end +...,%svd:,terminar,0,0,3,s,sub&pres,,,,,
9307,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,227,.,"y cuando se termine, ya vemos Peppa_Pig .%mor: coord|y=and conj|cuando=when pro:refl|se=itself v|termina-13S&SUB&PRES=end cm|cm adv|ya=already v|ve-1P&PRES=see n:prop|Peppa_Pig .",%mor:,0,,,0,0,0,,,,,
9308,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,227,v|termina-13s&sub&pres=end,"y cuando se termine, ya vemos Peppa_Pig .%mor: coord|y=and conj|cuando=when pro:refl|se=itself v|termina-13S&SUB&PRES=end cm|cm adv|ya=already v|ve-1P&PRES=see n:prop|Peppa_Pig .",%svd:,terminar,0,0,3,s,sub&pres,,,,,
9309,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,227,v|ve-1p&pres=see,"y cuando se termine, ya vemos Peppa_Pig .%mor: coord|y=and conj|cuando=when pro:refl|se=itself v|termina-13S&SUB&PRES=end cm|cm adv|ya=already v|ve-1P&PRES=see n:prop|Peppa_Pig .",%svd:,ver,0,1,1,p,pres,switch,switch,,,
9310,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,231,?,querés ?%mor: v|quere-2S&PRES=want ?,%mor:,0,,,0,0,0,,,,,
9311,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,231,v|quere-2s&pres=want,querés ?%mor: v|quere-2S&PRES=want ?,%svd:,querer,0,1,2,s,pres,,switch,,,
9312,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,233,.,se qué juan [: jugar] ese .%mor: pro:refl|se=itself pro:int|qué=what inf|juga-INF=play det:dem|ese=that .,%mor:,0,,,0,0,0,,,,,
9313,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,236,?,y acá ?%mor: coord|y=and adv|acá=there ?,%mor:,0,,,0,0,0,,,,,
9314,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,238,.,se cu@wp juan [: jugar] ese .%mor: pro:refl|se=itself wplay|cu inf|juga-INF=play det:dem|ese=that .,%mor:,0,,,0,0,0,,,,,
9315,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,240,.,"bueno, ahora jugamos, pero me contás, mirá, este .%mor: co|bueno=good cm|cm adv|ahora=now v|juga-1P&PRES&PRET=play cm|cm conj|pero=but pro:obj|me=me v|conta-2S&PRES=count_tell cm|cm co|mirá cm|cm det:dem|este=this .",%mor:,0,,,0,0,0,,,,,
9316,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,240,v|juga-1p&pres&pret=play,"bueno, ahora jugamos, pero me contás, mirá, este .%mor: co|bueno=good cm|cm adv|ahora=now v|juga-1P&PRES&PRET=play cm|cm conj|pero=but pro:obj|me=me v|conta-2S&PRES=count_tell cm|cm co|mirá cm|cm det:dem|este=this .",%svd:,jugar,0,1,1,p,pres,,,,,
9317,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,240,v|conta-2s&pres=count_tell,"bueno, ahora jugamos, pero me contás, mirá, este .%mor: co|bueno=good cm|cm adv|ahora=now v|juga-1P&PRES&PRET=play cm|cm conj|pero=but pro:obj|me=me v|conta-2S&PRES=count_tell cm|cm co|mirá cm|cm det:dem|este=this .",%svd:,contar,0,1,2,s,pres,switch,switch,,,
9318,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,244,?,qué pasó acá ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?,%mor:,0,,,0,0,0,,,,,
9319,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,244,v|pasa-3s&pret=pass,qué pasó acá ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?,%svd:,pasar,0,0,3,s,pret,,,,,
9320,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,246,?,&uh ?,%mor:,0,,,0,0,0,,,,,
9321,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,247,.,así terminamos el cuento y vamos a jugar .%mor: adv|así=thus v|termina-1P&PRES&PRET=end det:art|el&m&SG=the n|cuento&m=story coord|y=and v|i-1P&PRES=go aprep|a=to inf|juga-INF=play .,%mor:,0,,,0,0,0,,,,,
9322,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,247,v|termina-1p&pres&pret=end,así terminamos el cuento y vamos a jugar .%mor: adv|así=thus v|termina-1P&PRES&PRET=end det:art|el&m&SG=the n|cuento&m=story coord|y=and v|i-1P&PRES=go aprep|a=to inf|juga-INF=play .,%svd:,terminar,0,1,1,p,pres,,,,,
9323,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,247,v|i-1p&pres=go,así terminamos el cuento y vamos a jugar .%mor: adv|así=thus v|termina-1P&PRES&PRET=end det:art|el&m&SG=the n|cuento&m=story coord|y=and v|i-1P&PRES=go aprep|a=to inf|juga-INF=play .,%svd:,ir,0,1,1,p,pres,same,same,,,
9324,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,251,?,"qué, qué pasó acá ?%mor: pro:int|qué=what cm|cm pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?",%mor:,0,,,0,0,0,,,,,
